YEAR,STATE,FIPS,TP-TotPop,TO-WGWTo,TO-WTotl,pcnt_groundwater
2010,GA,13173,10.078,1.9,2.01,0.945273631840796
2010,GA,13175,48.434,10.31,27.67,0.372605710155403
2010,GA,13177,28.298,34.11,43.11,0.791231732776618
2010,GA,13179,63.453,16.49,16.61,0.992775436484046
2010,GA,13181,7.996,1.27,1.83,0.693989071038251
2010,GA,13183,14.464,1.69,2.16,0.782407407407407
2010,GA,13185,109.233,28.85,29.06,0.992773571920165
2010,GA,13187,29.966,2.12,3.31,0.640483383685801
2010,GA,13189,21.875,3.92,6.96,0.563218390804598
2010,GA,13191,14.333,1.58,1.58,1
2010,GA,13193,14.74,16.76,30.78,0.544509421702404
2010,GA,13195,28.12,2.07,3.27,0.63302752293578
2010,GA,13197,8.742,1.35,3.03,0.445544554455446
2010,GA,13199,21.992,1.24,1.74,0.71264367816092
2010,GA,13201,6.125,46.41,46.79,0.991878606539859
2010,GA,13205,23.498,65.57,67.44,0.972271648873072
2010,GA,13207,26.424,2.1,68.89,0.0304833793003339
2010,GA,13209,9.123,1.4,2.46,0.569105691056911
2010,GA,13211,17.868,0.86,5.35,0.160747663551402
2010,GA,13213,39.628,1.19,3.86,0.308290155440414
2010,GA,13215,189.89,0.77,44.11,0.0174563591022444
2010,GA,13217,99.958,0.82,14.26,0.0575035063113604
2010,GA,13219,32.808,4.93,7.29,0.676268861454047
2010,GA,13221,14.899,1.28,2.2,0.581818181818182
2010,GA,13223,142.324,1.25,2.08,0.600961538461538
2010,GA,13225,27.695,10.29,10.4,0.989423076923077
2010,GA,13227,29.431,1.51,4.07,0.371007371007371
2010,GA,13229,18.758,3.69,4.1,0.9
2010,GA,13231,17.869,1.24,8.1,0.153086419753086
2010,GA,13233,41.475,3.09,7.77,0.397683397683398
2010,GA,13235,12.01,14.79,17.96,0.823496659242762
2010,GA,13237,21.218,1.02,957.57,0.00106519627807889
2010,GA,13239,2.513,0.19,0.46,0.41304347826087
2010,GA,13241,16.276,0.7,3.15,0.222222222222222
2010,GA,13243,7.719,13.42,25.19,0.532751091703057
2010,GA,13245,200.549,11.62,114.44,0.101537923802866
2010,GA,13247,85.215,1.42,13.62,0.104258443465492
2010,GA,13249,5.01,0.49,1.01,0.485148514851485
2010,GA,13251,14.593,5.66,7.12,0.794943820224719
2010,GA,13253,8.729,45.08,45.6,0.98859649122807
2010,GA,13255,64.073,0.99,6.27,0.157894736842105
2010,GA,13257,26.175,2.62,5.88,0.445578231292517
2010,GA,13259,6.058,0.65,1.59,0.408805031446541
2010,GA,13261,32.819,29.11,42.08,0.691777566539924
2010,GA,13263,6.865,1.18,2.85,0.414035087719298
2010,GA,13265,1.717,0.13,0.13,1
2010,GA,13267,25.52,4.41,8.95,0.492737430167598
2010,GA,13269,8.906,2.56,5.98,0.42809364548495
2010,GA,13271,16.5,5.17,6.23,0.829855537720706
2010,GA,13273,9.315,15.05,26.06,0.577513430544896
2010,GA,13275,44.72,10.89,11.12,0.97931654676259
2010,GA,13277,40.118,13.59,17.34,0.783737024221453
2010,GA,13279,27.223,6.79,10.78,0.62987012987013
2010,GA,13281,10.471,0.27,4.49,0.0601336302895323
2010,GA,13283,6.885,1.58,2.15,0.734883720930233
2010,GA,13285,67.044,1.22,11.97,0.101921470342523
2010,GA,13287,8.93,5.41,9.4,0.575531914893617
2010,GA,13289,9.023,6.49,6.58,0.986322188449848
2010,GA,13291,21.356,1.38,8.01,0.172284644194757
2010,GA,13293,27.153,1.44,6.28,0.229299363057325
2010,GA,13295,68.756,5.71,8.61,0.663182346109175
2010,GA,13297,83.768,2.87,6.82,0.420821114369501
2010,GA,13299,36.312,5.01,5.79,0.865284974093264
2010,GA,13301,5.834,0.9,1.75,0.514285714285714
2010,GA,13303,21.187,22.96,24.38,0.941755537325677
2010,GA,13305,30.099,61.87,61.96,0.998547449967721
2010,GA,13307,2.799,2.1,9.3,0.225806451612903
2010,GA,13309,7.421,2.38,2.86,0.832167832167832
2010,GA,13311,27.144,1.94,2.89,0.671280276816609
2010,GA,13313,102.599,0.73,22.57,0.0323438192290651
2010,GA,13315,9.255,7.15,8.94,0.799776286353468
2010,GA,13317,10.593,0.49,1.91,0.256544502617801
2010,GA,13319,9.563,13.89,15.09,0.920477137176938
2010,GA,13321,21.679,14.73,18.98,0.776080084299262
2010,HI,15001,185.079,109.48,134.68,0.812889812889813
2010,HI,15003,953.207,188,799.23,0.235226405415212
2010,HI,15005,0.09,0.01,0.01,1
2010,HI,15007,67.091,18.31,61.77,0.296422211429496
2010,HI,15009,154.834,157.77,278.08,0.567354718066743
2010,ID,16001,392.365,101.79,832.18,0.122317287125382
2010,ID,16003,3.976,5.22,78.18,0.066768994627782
2010,ID,16005,82.839,45.25,168.05,0.269265099672716
2010,ID,16007,5.986,3.58,177.01,0.0202248460538953
2010,ID,16009,9.285,0.6,2.46,0.24390243902439
2010,ID,16011,45.607,484.91,956.77,0.506819820855587
2010,ID,16013,21.376,43.05,109.16,0.39437522902162
2010,ID,16015,7.028,1.29,6.79,0.189985272459499
2010,ID,16017,40.877,12.26,20.06,0.611166500498505
2010,ID,16019,104.234,191.88,716.78,0.267697201372806
2010,ID,16021,10.972,38.09,100.84,0.377727092423641
2010,ID,16023,2.891,83.9,160.73,0.52199340508928
2010,ID,16025,1.117,99.04,164.7,0.6013357619915
2010,ID,16027,188.923,208.59,746.51,0.279420235495841
2010,ID,16029,6.963,43.01,307.91,0.139683673800786
2010,ID,16031,22.952,483.71,812.72,0.595174229747022
2010,ID,16033,0.982,35.28,96.85,0.364274651522974
2010,ID,16035,8.761,9.54,68.85,0.138562091503268
2010,ID,16037,4.368,12.56,678.74,0.0185048766832661
2010,ID,16039,27.038,95.52,362.8,0.263285556780595
2010,ID,16041,12.786,22.21,224.05,0.0991296585583575
2010,ID,16043,13.242,58.24,358.68,0.162373145979703
2010,ID,16045,16.719,8.3,468.32,0.0177229244960711
2010,ID,16047,15.464,114.04,1284.63,0.0887726427064602
2010,ID,16049,16.267,4.25,24.4,0.174180327868852
2010,ID,16051,26.14,398.75,1405.29,0.283749261718222
2010,ID,16053,22.374,79.96,1437.57,0.0556216392940865
2010,ID,16055,138.494,38.01,56.49,0.672862453531598
2010,ID,16057,37.244,9.54,10.5,0.908571428571428
2010,ID,16059,7.936,9.43,268.83,0.0350779302905182
2010,ID,16061,3.821,0.88,1.49,0.590604026845638
2010,ID,16063,5.208,109.78,281.43,0.390079238176456
2010,ID,16065,37.536,112.78,481.22,0.234362661568513
2010,ID,16067,20.069,373.44,629.2,0.593515575333757
2010,ID,16069,39.265,5.83,128.3,0.0454403741231489
2010,ID,16071,4.286,78.62,176.99,0.444205887338268
2010,ID,16073,11.526,92.1,811.27,0.113525706608158
2010,ID,16075,22.623,28.71,241.99,0.118641266168023
2010,ID,16077,7.817,281.79,452.03,0.623387828241489
2010,ID,16079,12.765,1.94,2.95,0.657627118644068
2010,ID,16081,10.17,45.88,180.32,0.254436557231588
2010,ID,16083,77.23,328.75,1461.97,0.224867815345048
2010,ID,16085,9.862,3.35,71.28,0.0469977553310887
2010,ID,16087,10.198,41.26,203.18,0.203071168422089
2010,IL,17001,67.103,11.19,19.41,0.576506955177743
2010,IL,17003,8.238,1.4,2.23,0.62780269058296
2010,IL,17005,17.768,0.51,2.01,0.253731343283582
2010,IL,17007,54.165,5.89,5.98,0.98494983277592
2010,IL,17009,6.937,0.51,0.52,0.980769230769231
2010,IL,17011,34.978,5.84,6.04,0.966887417218543
2010,IL,17013,5.089,0.53,0.53,1
2010,IL,17015,15.387,6.44,6.5,0.990769230769231
2010,IL,17017,13.642,5.52,5.61,0.983957219251337
2010,IL,17019,201.081,31.9,32.3,0.987616099071208
2010,IL,17021,34.8,3.05,838.93,0.0036355834217396
2010,IL,17023,16.335,5.57,5.63,0.989342806394316
2010,IL,17025,13.815,1.28,1.3,0.984615384615385
2010,IL,17027,37.762,3.3,11.89,0.277544154751892
2010,IL,17029,53.873,1.02,5.04,0.202380952380952
2010,IL,17031,5194.675,14.94,1672.71,0.00893161396775293
2010,IL,17033,19.817,12.24,69.23,0.176801964466272
2010,IL,17035,11.048,1.38,1.38,1
2010,IL,17037,105.16,10.12,10.38,0.97495183044316
2010,IL,17039,16.561,1.82,767.05,0.00237272668013819
2010,IL,17041,19.98,1.19,2.99,0.397993311036789
2010,IL,17043,916.924,15.65,16.63,0.941070354780517
2010,IL,17045,18.576,2.29,4.31,0.531322505800464
2010,IL,17047,6.721,0.69,0.69,1
2010,IL,17049,34.242,2.09,4.46,0.468609865470852
2010,IL,17051,22.14,2.75,3.89,0.70694087403599
2010,IL,17053,14.081,3.88,3.94,0.984771573604061
2010,IL,17055,39.561,0.73,15.33,0.0476190476190476
2010,IL,17057,37.069,1.93,283.59,0.00680559963327339
2010,IL,17059,5.589,26.77,28.16,0.950639204545454
2010,IL,17061,13.886,1.75,1.89,0.925925925925926
2010,IL,17063,50.063,9.03,501.92,0.0179909148868346
2010,IL,17065,8.457,0.67,0.71,0.943661971830986
2010,IL,17067,19.104,1.93,2.9,0.66551724137931
2010,IL,17069,4.32,1.29,1.32,0.977272727272727
2010,IL,17071,7.331,9,9.09,0.99009900990099
2010,IL,17073,50.486,7.68,7.81,0.983354673495519
2010,IL,17075,29.718,5.6,5.69,0.984182776801406
2010,IL,17077,60.218,1.01,70.25,0.0143772241992883
2010,IL,17079,9.698,3.33,660.07,0.00504491947823716
2010,IL,17081,38.827,1.27,1.33,0.954887218045113
2010,IL,17083,22.985,2.14,3.99,0.536340852130326
2010,IL,17085,22.678,5.75,7.73,0.74385510996119
2010,IL,17087,12.582,0.55,1.63,0.337423312883436
2010,IL,17089,515.269,39.9,65.84,0.606014580801944
2010,IL,17091,113.449,9.73,26.78,0.363330843913368
2010,IL,17093,114.736,11.23,12.53,0.896249002394254
2010,IL,17095,52.919,1.82,1.93,0.94300518134715
2010,IL,17097,703.462,20.81,657.26,0.0316617472537504
2010,IL,17099,113.924,14.99,110.62,0.135508949557042
2010,IL,17101,16.833,16.87,16.88,0.999407582938389
2010,IL,17103,36.031,14.32,15.82,0.905183312262958
2010,IL,17105,38.95,3.4,7.64,0.445026178010471
2010,IL,17107,30.305,4.01,13.51,0.296817172464841
2010,IL,17109,32.612,1.87,3.92,0.477040816326531
2010,IL,17111,308.76,30.39,35.23,0.862617087709339
2010,IL,17113,169.572,8.24,14.45,0.570242214532872
2010,IL,17115,110.768,4.89,39.38,0.124174707973591
2010,IL,17117,47.765,0.71,6.17,0.115072933549433
2010,IL,17119,269.282,44.08,404.8,0.108893280632411
2010,IL,17121,39.437,0.97,4.09,0.237163814180929
2010,IL,17123,12.64,2.87,3.28,0.875
2010,IL,17125,14.666,66.76,98.59,0.677147783750888
2010,IL,17127,15.429,12.62,665.51,0.0189629006325976
2010,IL,17129,12.705,1.9,2.01,0.945273631840796
2010,IL,17131,16.434,3.16,3.2,0.9875
2010,IL,17133,32.957,2.93,3.3,0.887878787878788
2010,IL,17135,30.104,1.47,478.67,0.0030710092548102
2010,IL,17137,35.547,3.75,109.61,0.0342122069154274
2010,IL,17139,14.846,1.76,1.77,0.994350282485876
2010,IL,17141,53.497,10.57,66.15,0.15978835978836
2010,IL,17143,186.494,33.5,535.87,0.0625151622595032
2010,IL,17145,22.35,0.65,2.08,0.3125
2010,IL,17147,16.729,5.76,5.76,1
2010,IL,17149,16.43,2.4,14.63,0.164046479835953
2010,IL,17151,4.47,0.07,0.07,1
2010,IL,17153,6.161,0.54,0.72,0.75
2010,IL,17155,6.006,1.46,200.42,0.00728470212553637
2010,IL,17157,33.476,1.6,37.12,0.0431034482758621
2010,IL,17159,16.233,1.51,2.99,0.505016722408027
2010,IL,17161,147.546,11.97,1139.96,0.0105003684339801
2010,IL,17163,270.056,8,20.69,0.386660222329628
2010,IL,17165,24.913,1.85,2.56,0.72265625
2010,IL,17167,197.465,8.41,323.55,0.0259928913614588
2010,IL,17169,7.544,1.44,1.45,0.993103448275862
2010,IL,17171,5.355,7.77,7.85,0.989808917197452
2010,IL,17173,22.363,2.47,3.95,0.625316455696203
2010,IL,17175,5.994,0.83,0.84,0.988095238095238
2010,IL,17177,47.711,8.2,8.3,0.987951807228916
2010,IL,17179,135.394,47.12,98.94,0.476248231251263
2010,IL,17181,17.808,1.94,3.99,0.486215538847118
2010,IL,17183,81.625,3.7,13.95,0.265232974910394
2010,IL,17185,11.947,4.51,4.53,0.995584988962472
2010,IL,17187,17.707,3.28,3.35,0.97910447761194
2010,IL,17189,14.716,1.54,4.02,0.383084577114428
2010,IL,17191,16.76,3.94,6.95,0.566906474820144
2010,IL,17193,14.665,22.99,23.37,0.983739837398374
2010,IL,17195,58.498,23.88,24.26,0.984336356141797
2010,IL,17197,677.56,56.34,2363.13,0.0238412613779183
2010,IL,17199,66.357,2.82,216.93,0.0129995851196238
2010,IL,17201,295.266,34.7,35.55,0.976090014064698
2010,IL,17203,38.664,3.96,9.59,0.412930135557873
2010,IN,18001,34.387,5.38,7.77,0.692406692406692
2010,IN,18003,355.329,9.07,48.61,0.18658712199136
2010,IN,18005,76.794,15.14,18.23,0.830499177180472
2010,IN,18007,8.854,0.78,0.89,0.876404494382023
2010,IN,18009,12.766,1.63,1.98,0.823232323232323
2010,IN,18011,56.64,3.75,4.43,0.846501128668172
2010,IN,18013,15.242,0.29,0.32,0.90625
2010,IN,18015,20.155,3.76,5.14,0.731517509727626
2010,IN,18017,38.966,6.46,28.76,0.22461752433936
2010,IN,18019,110.232,22.72,25.73,0.883015934706568
2010,IN,18021,26.89,1.02,1.15,0.886956521739131
2010,IN,18023,33.224,6.12,6.16,0.993506493506493
2010,IN,18025,10.713,2.01,2.81,0.715302491103203
2010,IN,18027,31.648,8.23,8.57,0.960326721120187
2010,IN,18029,50.047,12.11,601.2,0.0201430472388556
2010,IN,18031,25.74,2.67,5.25,0.508571428571429
2010,IN,18033,42.223,8.5,8.79,0.967007963594994
2010,IN,18035,117.671,5.97,15.55,0.383922829581994
2010,IN,18037,41.889,1.42,7.63,0.18610747051114
2010,IN,18039,197.559,29.81,33,0.903333333333333
2010,IN,18041,24.277,2.77,2.85,0.971929824561404
2010,IN,18043,74.578,1.49,254.62,0.00585185767025371
2010,IN,18045,17.24,1.96,2.23,0.878923766816143
2010,IN,18047,23.087,3.66,3.91,0.936061381074169
2010,IN,18049,20.836,6.74,7.67,0.878748370273794
2010,IN,18051,33.503,7.3,59.81,0.122053168366494
2010,IN,18053,70.061,6.25,11.84,0.527871621621622
2010,IN,18055,33.165,5.31,5.5,0.965454545454545
2010,IN,18057,274.569,35.41,72.73,0.48686924240341
2010,IN,18059,70.002,6.91,6.98,0.989971346704871
2010,IN,18061,39.364,3.37,3.72,0.905913978494624
2010,IN,18063,145.448,8.49,8.57,0.990665110851809
2010,IN,18065,49.462,4.82,5.11,0.943248532289628
2010,IN,18067,82.752,7.61,17.53,0.434112949229892
2010,IN,18069,37.124,4.21,4.65,0.905376344086021
2010,IN,18071,42.376,8.43,9.89,0.852376137512639
2010,IN,18073,33.478,9.1,55.64,0.163551401869159
2010,IN,18075,21.253,3.14,4.15,0.756626506024096
2010,IN,18077,32.428,6.04,1249.09,0.00483552025874837
2010,IN,18079,28.525,0.66,3.06,0.215686274509804
2010,IN,18081,139.654,12.35,13.61,0.907421013960323
2010,IN,18083,38.44,22.05,47.06,0.468550786230344
2010,IN,18085,77.358,21.84,24.37,0.896183832581042
2010,IN,18087,37.128,16.1,19.91,0.808638874937218
2010,IN,18089,496.005,11.66,1695.95,0.00687520268875851
2010,IN,18091,111.467,16.86,44.04,0.38283378746594
2010,IN,18093,46.134,2.1,8.17,0.25703794369645
2010,IN,18095,131.636,17.29,19.05,0.90761154855643
2010,IN,18097,903.393,50.36,283.54,0.177611624462157
2010,IN,18099,47.051,6.84,7.25,0.943448275862069
2010,IN,18101,10.334,1.24,1.54,0.805194805194805
2010,IN,18103,36.903,4.57,21.21,0.215464403583215
2010,IN,18105,137.974,0.79,18.3,0.0431693989071038
2010,IN,18107,38.124,5.77,6.09,0.947454844006568
2010,IN,18109,68.894,16.36,183.83,0.0889952673665887
2010,IN,18111,14.244,4.38,6.01,0.728785357737105
2010,IN,18113,47.536,10.33,11.19,0.923145665773012
2010,IN,18115,6.128,0.97,0.99,0.97979797979798
2010,IN,18117,19.84,0.77,1.53,0.503267973856209
2010,IN,18119,21.575,2.4,2.48,0.967741935483871
2010,IN,18121,17.339,2.74,2.82,0.971631205673759
2010,IN,18123,19.338,2.39,2.54,0.940944881889764
2010,IN,18125,12.845,4.19,595.1,0.00704083347336582
2010,IN,18127,164.343,8.99,599.45,0.0149970806572692
2010,IN,18129,25.91,4.99,18.94,0.263463569165787
2010,IN,18131,13.402,4.22,9.21,0.458197611292074
2010,IN,18133,37.963,7.64,8.67,0.881199538638985
2010,IN,18135,26.171,3.43,5.05,0.679207920792079
2010,IN,18137,28.818,0.92,3.33,0.276276276276276
2010,IN,18139,17.392,2.61,2.84,0.919014084507042
2010,IN,18141,266.931,44.83,45.62,0.982683033757124
2010,IN,18143,24.181,0.14,3.55,0.0394366197183099
2010,IN,18145,44.436,7.83,9.31,0.841031149301826
2010,IN,18147,20.952,3.91,33.52,0.116646778042959
2010,IN,18149,23.363,5.22,6.11,0.854337152209493
2010,IN,18151,34.185,4.28,4.93,0.86815415821501
2010,IN,18153,21.475,7.07,423.93,0.0166772816266837
2010,IN,18155,10.613,2.18,2.22,0.981981981981982
2010,IN,18157,172.78,33.45,33.85,0.988183161004431
2010,IN,18159,15.936,1.83,1.85,0.989189189189189
2010,IN,18161,7.516,0.69,0.72,0.958333333333333
2010,IN,18163,179.703,1.17,31.27,0.0374160537256156
2010,IN,18165,16.212,6.39,623.21,0.0102533656391906
2010,IN,18167,107.848,16.02,334.33,0.0479167289803488
2010,IN,18169,32.888,6.63,6.97,0.951219512195122
2010,IN,18171,8.508,1.44,1.54,0.935064935064935
2010,IN,18173,59.689,8.24,761.28,0.0108238755779739
2010,IN,18175,28.262,1.15,4.69,0.245202558635394
2010,IN,18177,68.917,5.15,11.06,0.465641952983725
2010,IN,18179,27.636,5.66,7.15,0.791608391608392
2010,IN,18181,24.643,4.78,5.9,0.810169491525424
2010,IN,18183,33.292,4.15,4.4,0.943181818181818
2010,IA,19001,7.682,1.31,2.31,0.567099567099567
2010,IA,19003,4.029,0.55,1.83,0.300546448087432
2010,IA,19005,14.33,2.92,123.27,0.0236878397014683
2010,IA,19007,12.887,4.63,11.14,0.415619389587074
2010,IA,19009,6.119,1.69,2.12,0.797169811320755
2010,IA,19011,26.076,2.84,3.28,0.865853658536585
2010,IA,19013,131.09,31.79,37.02,0.858725013506213
2010,IA,19015,26.306,3.43,3.57,0.96078431372549
2010,IA,19017,24.276,2.64,3.93,0.67175572519084
2010,IA,19019,20.958,3.59,4.33,0.829099307159353
2010,IA,19021,20.26,7.46,8.15,0.915337423312883
2010,IA,19023,14.867,3.56,5.9,0.603389830508475
2010,IA,19025,9.67,2.44,2.85,0.856140350877193
2010,IA,19027,20.816,5.85,6.78,0.86283185840708
2010,IA,19029,13.956,2.26,2.96,0.763513513513513
2010,IA,19031,18.499,2.51,4.83,0.519668737060041
2010,IA,19033,44.151,8.91,9.89,0.900910010111223
2010,IA,19035,12.072,6,6.57,0.91324200913242
2010,IA,19037,12.439,3.57,3.96,0.901515151515151
2010,IA,19039,9.286,1.94,2.18,0.889908256880734
2010,IA,19041,16.667,3.85,4.23,0.91016548463357
2010,IA,19043,18.129,5.48,6.53,0.839203675344564
2010,IA,19045,49.116,16.61,106.87,0.155422475905306
2010,IA,19047,17.096,6.4,6.97,0.918220946915352
2010,IA,19049,66.135,5.11,5.3,0.964150943396227
2010,IA,19051,8.753,0.97,1.61,0.602484472049689
2010,IA,19053,8.457,0.98,1.56,0.628205128205128
2010,IA,19055,17.764,6.61,8.38,0.788782816229117
2010,IA,19057,40.325,9.3,77.27,0.120357189077262
2010,IA,19059,16.667,3.35,7.34,0.456403269754768
2010,IA,19061,93.653,17.84,40.47,0.440820360761058
2010,IA,19063,10.302,2.39,3.3,0.724242424242424
2010,IA,19065,20.88,3.57,4.53,0.788079470198675
2010,IA,19067,16.303,3.82,4.11,0.929440389294404
2010,IA,19069,10.68,2.87,4.12,0.696601941747573
2010,IA,19071,7.441,2.31,2.57,0.898832684824903
2010,IA,19073,9.336,2.69,5.83,0.461406518010292
2010,IA,19075,12.453,1.94,2.22,0.873873873873874
2010,IA,19077,10.954,2.78,3.22,0.863354037267081
2010,IA,19079,15.673,3.31,4.14,0.79951690821256
2010,IA,19081,11.341,2.61,4.61,0.566160520607375
2010,IA,19083,17.534,7.09,9.22,0.768980477223427
2010,IA,19085,14.928,8.98,10.63,0.844778927563499
2010,IA,19087,20.145,3.02,3.3,0.915151515151515
2010,IA,19089,9.566,1.77,4.29,0.412587412587413
2010,IA,19091,9.815,1.52,3.05,0.498360655737705
2010,IA,19093,7.089,3.01,3.29,0.914893617021276
2010,IA,19095,16.355,2.93,3.21,0.912772585669782
2010,IA,19097,19.848,2.81,3.19,0.880877742946709
2010,IA,19099,36.842,7.47,7.85,0.951592356687898
2010,IA,19101,16.843,2.06,2.23,0.923766816143498
2010,IA,19103,130.882,11.45,37.25,0.30738255033557
2010,IA,19105,20.638,2.73,4.13,0.661016949152542
2010,IA,19107,10.511,2.43,3.14,0.773885350318471
2010,IA,19109,15.543,5.53,6.48,0.853395061728395
2010,IA,19111,35.862,17.57,28.34,0.619971771347918
2010,IA,19113,211.226,52.71,145.99,0.361052126858004
2010,IA,19115,11.387,15.17,15.69,0.966857871255577
2010,IA,19117,8.898,0.62,1.32,0.46969696969697
2010,IA,19119,11.581,6.37,7.44,0.856182795698925
2010,IA,19121,15.679,1.39,2.11,0.658767772511848
2010,IA,19123,22.381,3.78,4.24,0.891509433962264
2010,IA,19125,33.309,3.91,4.02,0.972636815920398
2010,IA,19127,40.648,8.08,11.34,0.712522045855379
2010,IA,19129,15.059,1.8,2.05,0.878048780487805
2010,IA,19131,10.776,3.28,5.81,0.564543889845095
2010,IA,19133,9.243,14.9,16.45,0.905775075987842
2010,IA,19135,7.97,2.33,2.58,0.903100775193798
2010,IA,19137,10.74,2.01,2.13,0.943661971830986
2010,IA,19139,42.745,54.15,235.3,0.230131746706332
2010,IA,19141,14.398,5.78,6.5,0.889230769230769
2010,IA,19143,6.462,5.4,6.96,0.775862068965517
2010,IA,19145,15.932,1.38,3.32,0.41566265060241
2010,IA,19147,9.421,4.15,4.81,0.862785862785863
2010,IA,19149,24.986,8.94,10.46,0.854684512428298
2010,IA,19151,7.31,1.9,2.18,0.871559633027523
2010,IA,19153,430.64,22.47,58.3,0.385420240137221
2010,IA,19155,93.158,27.9,568.48,0.0490782437376865
2010,IA,19157,18.914,2.59,3.04,0.851973684210526
2010,IA,19159,5.131,0.75,1.53,0.490196078431373
2010,IA,19161,10.35,3.9,8.78,0.444191343963554
2010,IA,19163,165.224,5.06,120.56,0.041970802919708
2010,IA,19165,12.167,2.78,3.46,0.803468208092486
2010,IA,19167,33.704,18.48,20.83,0.887181949111858
2010,IA,19169,89.542,11.03,12.54,0.879585326953748
2010,IA,19171,17.767,4.97,5.77,0.861351819757366
2010,IA,19173,6.317,0.72,1,0.72
2010,IA,19175,12.534,1.15,6.06,0.18976897689769
2010,IA,19177,7.57,0.72,1.15,0.626086956521739
2010,IA,19179,35.625,0.93,14.61,0.0636550308008214
2010,IA,19181,46.225,2.41,2.58,0.934108527131783
2010,IA,19183,21.704,4.24,5.29,0.801512287334594
2010,IA,19185,6.403,0.49,0.77,0.636363636363636
2010,IA,19187,38.013,10.67,16.45,0.648632218844985
2010,IA,19189,10.866,2.49,2.78,0.89568345323741
2010,IA,19191,21.056,5.81,6.28,0.92515923566879
2010,IA,19193,102.172,30.54,1021.43,0.0298992588821554
2010,IA,19195,7.598,1.8,10.21,0.176297747306562
2010,IA,19197,13.229,5.41,6.22,0.869774919614148
2010,KS,20001,13.371,0.47,3.8,0.123684210526316
2010,KS,20003,8.102,0.05,1.94,0.0257731958762887
2010,KS,20005,16.924,0.46,5.44,0.0845588235294118
2010,KS,20007,4.861,5.88,5.93,0.991568296795953
2010,KS,20009,27.674,36.75,36.75,1
2010,KS,20011,15.173,0.03,3.08,0.00974025974025974
2010,KS,20013,9.984,1.46,2.46,0.59349593495935
2010,KS,20015,65.88,2.22,15.64,0.141943734015345
2010,KS,20017,2.79,1.06,1.44,0.736111111111111
2010,KS,20019,3.669,0.23,0.96,0.239583333333333
2010,KS,20021,21.603,2.12,94.05,0.0225412014885699
2010,KS,20023,2.726,42.85,42.85,1
2010,KS,20025,2.215,5.2,5.2,1
2010,KS,20027,8.535,7.06,9.05,0.780110497237569
2010,KS,20029,9.533,10.28,10.65,0.965258215962441
2010,KS,20031,8.601,0.08,21.08,0.00379506641366224
2010,KS,20033,1.891,8.25,8.25,1
2010,KS,20035,36.311,4.87,8.36,0.582535885167464
2010,KS,20037,39.134,4.73,7.24,0.653314917127072
2010,KS,20039,2.961,9.38,9.38,1
2010,KS,20041,19.754,5.1,5.77,0.883882149046794
2010,KS,20043,7.945,0.54,0.56,0.964285714285714
2010,KS,20045,110.826,2.92,19.06,0.153200419727177
2010,KS,20047,3.037,99.29,99.3,0.999899295065458
2010,KS,20051,28.452,5.25,5.45,0.963302752293578
2010,KS,20053,6.497,1.75,2.63,0.665399239543726
2010,KS,20055,36.776,281.33,281.33,1
2010,KS,20057,33.848,96.37,96.48,0.998859867330017
2010,KS,20059,25.992,0.73,3.64,0.200549450549451
2010,KS,20061,34.362,11.27,14.69,0.767188563648741
2010,KS,20063,2.695,17.9,17.9,1
2010,KS,20065,2.597,14.24,14.24,1
2010,KS,20067,7.829,129.12,129.12,1
2010,KS,20069,6.006,190.06,190.08,0.999894781144781
2010,KS,20071,1.247,17.74,17.74,1
2010,KS,20073,6.689,0.04,1.81,0.0220994475138122
2010,KS,20075,2.69,36.82,43.54,0.845659163987138
2010,KS,20077,6.034,3.51,3.72,0.943548387096774
2010,KS,20079,34.684,43.71,44.14,0.990258269143634
2010,KS,20081,4.256,198.62,198.62,1
2010,KS,20083,1.916,23.08,23.18,0.995685936151855
2010,KS,20085,13.462,1.14,2.18,0.522935779816514
2010,KS,20087,19.126,3.45,3.74,0.922459893048128
2010,KS,20089,3.077,1.89,55.32,0.0341648590021692
2010,KS,20091,544.179,10.04,18.12,0.554083885209713
2010,KS,20093,3.977,130.61,175.71,0.743327073018041
2010,KS,20095,7.858,18.07,22.19,0.814330779630464
2010,KS,20097,2.553,58.47,58.47,1
2010,KS,20099,21.607,0.01,4.51,0.00221729490022173
2010,KS,20101,1.75,15.42,15.42,1
2010,KS,20103,76.227,5.05,27,0.187037037037037
2010,KS,20105,3.241,0.96,1.5,0.64
2010,KS,20109,2.756,6.73,6.73,1
2010,KS,20111,33.69,0.11,7.65,0.0143790849673203
2010,KS,20113,29.18,30.59,31.51,0.970802919708029
2010,KS,20115,12.66,1.63,3.59,0.454038997214485
2010,KS,20117,10.117,2.7,3.52,0.767045454545455
2010,KS,20119,4.575,153.31,153.31,1
2010,KS,20121,32.787,0.03,4.89,0.00613496932515337
2010,KS,20123,6.373,0.97,13.03,0.0744435917114352
2010,KS,20125,35.471,0.09,11.71,0.00768573868488471
2010,KS,20127,5.923,0.45,1.69,0.266272189349112
2010,KS,20129,3.233,47.68,47.68,1
2010,KS,20131,10.178,3.18,3.33,0.954954954954955
2010,KS,20133,16.512,0.32,2.8,0.114285714285714
2010,KS,20135,3.107,4.01,4.05,0.990123456790123
2010,KS,20137,5.671,10.37,13.82,0.750361794500723
2010,KS,20139,16.295,0.01,2.34,0.00427350427350427
