STATE,FIPS,TP-TotPop,TO-WGWTo,TO-WTotl
CA,06055,132.764,24.35,51.75
CA,06057,98.394,21.33,88.88
CA,06059,2988.072,77.25,717.6
CA,06061,317.028,60.96,209.19
CA,06063,21.477,17.54,79.27
CA,06065,1946.419,331.36,1257.45
CA,06067,1363.482,365.59,774.33
CA,06069,55.936,41.07,69.44
CA,06071,1963.535,259.56,586.09
CA,06073,2933.462,106.45,4085.08
CA,06075,739.426,7.93,1668.32
CA,06077,664.116,459.76,1483.54
CA,06079,255.478,146.05,2774.1
CA,06081,699.61,53.91,151.12
CA,06083,400.762,208.19,239.62
CA,06085,1699.052,72.55,296.09
CA,06087,249.666,28.73,73.69
CA,06089,179.904,70.02,236.16
CA,06091,3.434,21.76,63.41
CA,06093,45.259,138.82,384.78
CA,06095,411.593,251.26,467.9
CA,06097,466.477,56.71,114.33
CA,06099,505.505,330.61,1457.93
CA,06101,88.876,282.05,833.72
CA,06103,61.197,205.47,538.75
CA,06105,13.622,5.02,21.63
CA,06107,410.874,1046.35,2274.96
CA,06109,59.38,10.29,33.84
CA,06111,796.106,183.94,1198.61
CA,06113,184.932,372.01,738.78
CA,06115,67.153,85.13,351.72
CO,08001,399.426,15.38,185.27
CO,08003,15.282,232.83,272.12
CO,08005,529.09,11.04,84.94
CO,08007,11.886,1.99,71.48
CO,08009,4.069,127.67,127.78
CO,08011,5.558,8.6,211.34
CO,08013,280.44,0.6,203.73
CO,08014,43.478,0.54,5.23
CO,08015,16.968,0.97,122.91
CO,08017,1.953,38.91,39.25
CO,08019,9.197,1.18,1.71
CO,08021,8.512,20.69,359.25
CO,08023,3.424,43.19,173.01
CO,08025,5.401,4.88,34.26
CO,08027,3.86,0.57,45.32
CO,08029,29.947,3.43,466.04
CO,08031,557.917,0.29,236.44
CO,08033,1.827,4.18,34.74
CO,08035,249.416,19.94,43.37
CO,08037,47.53,4.36,156.83
CO,08039,22.788,4.41,36.63
CO,08041,565.582,27.26,157.08
CO,08043,47.766,0.82,150.85
CO,08045,49.81,2.86,352.12
CO,08047,4.932,0.18,0.62
CO,08049,13.211,1.54,230.67
CO,08051,14.226,2.69,559.74
CO,08053,0.765,0.63,70.35
CO,08055,7.771,0.21,36.5
CO,08057,1.448,2.52,428.52
CO,08059,526.801,7.21,86.85
CO,08061,1.422,7.04,8.61
CO,08063,7.642,284.05,284.75
CO,08065,7.738,0.91,14.67
CO,08067,47.452,2.78,383.49
CO,08069,271.927,64.02,504.35
CO,08071,15.446,2.77,67.67
CO,08073,5.618,4.73,6.41
CO,08075,20.719,8.04,290.42
CO,08077,129.872,1.06,926.3
CO,08079,0.932,1.07,21.79
CO,08081,13.417,10.73,165.36
CO,08083,24.778,0.27,249.65
CO,08085,37.482,1.53,705.81
CO,08087,27.995,113.32,293.49
CO,08089,19.495,22.1,393.47
CO,08091,4.26,0.68,103.87
CO,08093,16.949,1.9,21.96
CO,08095,4.586,104.33,104.49
CO,08097,14.914,0.54,130.89
CO,08099,13.892,30.15,488.01
CO,08101,151.322,10.06,301.3
CO,08103,5.973,14.24,241.34
CO,08105,12.227,198.95,729.85
CO,08107,21.313,7.28,203.86
CO,08109,7.031,351.76,509.15
CO,08111,0.577,0.03,0.27
CO,08113,7.213,0.28,28.37
CO,08115,2.529,57.59,99.71
CO,08117,24.892,3.96,66.0
CO,08119,21.918,1.01,6.42
CO,08121,4.633,114.42,120.65
CO,08123,228.943,121.49,773.04
CO,08125,9.789,387.89,397.34
CT,09001,902.775,26.75,651.96
CT,09003,877.393,17.96,145.41
CT,09005,190.071,40.92,99.4
CT,09007,163.214,9.71,224.36
CT,09009,846.766,23.68,342.67
CT,09011,266.618,4.3,2259.1
CT,09013,147.634,15.02,17.64
CT,09015,115.826,15.5,17.86
DE,10001,143.968,34.25,37.59
DE,10003,523.008,32.88,498.39
DE,10005,176.548,60.23,481.26
DC,11001,582.049,,9.7
FL,12001,240.764,59.38,60.05
FL,12003,23.953,6.27,7.19
FL,12005,161.721,6.76,291.93
FL,12007,28.118,6.65,6.71
FL,12009,531.97,66.64,957.28
FL,12011,1740.987,277.61,1837.86
FL,12013,13.945,3.0,3.43
FL,12015,154.03,16.1,40.05
FL,12017,132.635,30.14,1707.14
FL,12019,169.623,22.16,22.55
FL,12021,317.788,165.88,193.23
FL,12023,61.466,12.05,12.26
FL,12027,32.606,45.41,66.74
FL,12029,15.377,3.72,3.75
FL,12031,861.15,162.79,771.63
FL,12033,303.623,80.28,329.01
FL,12035,78.617,15.51,19.26
FL,12037,10.845,2.3,2.59
FL,12039,47.713,9.67,16.96
FL,12041,16.221,14.49,14.78
FL,12043,10.729,22.23,104.4
FL,12045,16.479,2.64,2.66
FL,12047,14.315,54.47,54.84
FL,12049,27.333,32.45,32.46
FL,12051,38.376,158.51,395.94
FL,12053,150.784,47.82,48.59
FL,12055,93.456,106.85,118.3
FL,12057,1131.546,130.46,2014.0
FL,12059,19.157,3.59,3.77
FL,12061,130.043,71.59,285.66
FL,12063,49.691,16.04,119.51
FL,12065,14.233,12.94,13.23
FL,12067,7.971,7.7,7.85
FL,12069,263.017,75.31,85.69
FL,12071,549.422,112.65,709.1
FL,12073,271.111,42.52,43.04
FL,12075,37.985,25.78,28.74
FL,12077,7.581,1.03,1.03
FL,12079,19.696,13.95,14.28
FL,12081,304.364,96.06,141.4
FL,12083,304.926,53.08,54.44
FL,12085,141.059,37.52,138.7
FL,12086,2422.075,489.61,602.29
FL,12087,82.413,0.84,1.68
FL,12089,65.759,51.82,54.85
FL,12091,188.939,26.27,26.41
FL,12093,37.765,46.08,54.51
FL,12095,1043.437,248.0,257.99
FL,12097,235.156,138.36,146.81
FL,12099,1265.9,286.87,1532.52
FL,12101,406.898,94.96,2168.22
FL,12103,947.744,27.44,483.83
FL,12105,541.84,210.83,219.26
FL,12107,73.764,23.88,73.86
FL,12109,157.278,31.71,34.92
FL,12111,240.039,71.45,1352.29
FL,12113,136.443,27.2,28.98
FL,12115,367.867,35.04,41.01
FL,12117,411.744,67.89,68.83
FL,12119,74.052,19.88,24.65
FL,12121,38.174,26.21,103.08
FL,12123,21.31,46.75,49.24
FL,12125,15.046,3.25,3.29
FL,12127,494.649,76.6,171.22
FL,12129,26.867,4.49,10.86
FL,12131,53.525,11.57,11.66
FL,12133,23.097,3.61,3.61
GA,13001,17.954,4.27,63.02
GA,13003,8.03,4.82,7.87
GA,13005,10.379,5.23,6.42
GA,13007,4.154,31.11,34.39
GA,13009,45.23,0.51,7.63
GA,13011,16.055,0.76,3.54
GA,13013,59.954,3.5,8.61
GA,13015,89.229,7.18,107.78
GA,13017,17.316,7.48,10.68
GA,13019,16.708,4.8,6.86
GA,13021,154.918,6.18,18.68
GA,13023,12.141,7.77,13.55
GA,13025,15.491,1.68,2.83
GA,13027,16.327,4.13,4.46
GA,13029,28.549,3.09,3.1
GA,13031,61.454,12.15,16.89
GA,13033,23.299,14.7,83.82
GA,13035,21.045,0.46,3.5
GA,13037,5.972,17.25,27.03
GA,13039,45.759,6.65,6.66
GA,13043,10.321,4.96,11.13
GA,13045,105.453,2.59,14.42
GA,13047,60.813,5.16,6.69
GA,13049,10.79,1.21,1.24
GA,13051,238.41,62.15,241.28
GA,13053,14.679,0.51,1.21
GA,13055,26.57,6.57,12.28
GA,13057,184.211,6.66,29.34
GA,13059,104.439,0.5,7.57
GA,13061,3.242,0.58,0.66
GA,13063,267.966,1.06,15.62
GA,13065,6.996,1.8,1.88
GA,13067,663.818,1.83,414.66
GA,13069,39.674,10.43,16.13
GA,13071,43.915,15.36,36.75
GA,13073,103.812,2.17,15.58
GA,13075,16.366,7.91,11.13
GA,13077,109.903,1.74,42.41
GA,13079,12.874,4.12,4.87
GA,13081,22.017,17.55,18.8
GA,13083,16.04,0.16,2.9
GA,13085,19.731,0.48,2.71
GA,13087,28.618,39.49,41.95
GA,13089,677.959,4.01,88.84
GA,13091,19.574,5.59,19.93
GA,13093,11.749,24.79,26.29
GA,13095,94.882,37.18,158.77
GA,13097,112.76,3.92,27.44
GA,13099,12.056,13.66,123.9
GA,13101,4.253,5.78,6.28
GA,13103,46.924,5.92,150.83
GA,13105,20.799,0.97,3.4
GA,13107,22.108,6.18,6.66
GA,13109,11.443,2.92,4.24
GA,13111,21.887,0.96,2.77
GA,13113,104.248,3.59,14.79
GA,13115,94.198,3.55,588.88
GA,13117,140.393,4.33,28.52
GA,13119,21.59,1.06,4.16
GA,13121,915.623,2.47,151.95
GA,13123,27.335,7.01,10.94
GA,13125,2.705,0.26,0.33
GA,13127,71.874,52.5,112.06
GA,13129,50.279,4.59,15.11
GA,13131,24.466,5.88,10.36
GA,13133,15.693,0.95,3.91
GA,13135,726.273,3.53,9.18
GA,13137,39.603,2.23,13.19
GA,13139,165.771,4.18,108.6
GA,13141,9.643,0.55,1.48
GA,13143,28.338,0.03,3.36
GA,13145,27.779,1.42,12.59
GA,13147,24.036,1.41,3.78
GA,13149,11.346,0.4,65.89
GA,13151,167.848,1.82,34.95
GA,13153,126.163,28.76,29.37
GA,13155,10.093,10.2,17.57
GA,13157,52.292,1.48,21.18
GA,13159,13.147,1.11,2.65
GA,13161,13.083,3.35,5.58
GA,13163,16.926,12.17,20.52
GA,13165,8.729,3.67,4.89
GA,13167,9.538,2.61,3.04
GA,13169,26.836,3.9,29.64
GA,13171,16.378,0.72,2.9
GA,13173,7.553,1.98,2.17
GA,13175,46.896,9.59,30.12
GA,13177,31.099,6.2,7.56
GA,13179,57.544,13.79,14.0
GA,13181,8.207,0.28,0.91
GA,13183,11.083,2.52,2.98
GA,13185,96.705,28.92,30.34
GA,13187,24.324,1.93,3.24
GA,13189,21.743,1.36,5.85
GA,13191,11.068,0.94,1.09
GA,13193,13.745,16.88,31.47
GA,13195,27.289,2.24,3.56
GA,13197,7.244,2.74,3.12
GA,13199,22.919,1.74,2.4
GA,13201,6.228,20.1,22.09
GA,13205,23.791,33.6,39.4
GA,13207,23.785,2.03,62.8
GA,13209,8.909,1.89,2.46
GA,13211,17.492,0.87,2.92
GA,13213,40.812,4.06,6.29
GA,13215,185.271,0.46,33.89
GA,13217,86.713,4.01,14.64
GA,13219,29.748,1.32,2.01
GA,13221,13.609,0.98,1.99
GA,13223,112.411,1.49,4.75
GA,13225,24.794,9.98,10.63
GA,13227,28.442,2.64,4.86
GA,13229,17.119,3.29,3.49
GA,13231,16.128,1.11,1.58
GA,13233,40.479,5.78,8.86
GA,13235,9.737,11.97,16.74
GA,13237,19.829,2.08,1097.15
GA,13239,2.467,0.18,0.21
GA,13241,16.087,1.04,4.7
GA,13243,7.31,5.46,10.42
GA,13245,195.769,16.79,115.72
GA,13247,78.545,1.8,14.49
GA,13249,4.122,0.72,1.04
GA,13251,15.43,9.04,14.33
GA,13253,9.226,36.25,39.44
GA,13255,61.289,1.18,14.37
GA,13257,25.06,0.39,4.57
GA,13259,4.882,0.29,1.1
GA,13261,32.912,10.46,13.96
GA,13263,6.709,1.22,2.46
GA,13265,1.826,0.13,0.19
GA,13267,23.211,4.01,8.23
GA,13269,8.887,2.72,5.26
GA,13271,13.205,3.75,4.75
GA,13273,10.711,8.86,16.2
GA,13275,44.692,17.3,20.14
GA,13277,40.793,17.19,25.85
GA,13279,27.274,6.04,11.08
GA,13281,10.315,1.3,6.58
GA,13283,6.753,1.37,1.54
GA,13285,62.015,1.82,12.63
GA,13287,9.474,7.21,15.87
GA,13289,10.299,21.72,22.2
GA,13291,19.782,1.61,8.08
GA,13293,27.679,1.43,5.03
GA,13295,63.89,7.17,9.92
GA,13297,75.647,3.54,10.75
GA,13299,34.492,5.2,5.97
GA,13301,6.101,1.94,4.6
GA,13303,20.118,34.7,35.73
GA,13305,28.39,64.58,65.22
GA,13307,2.289,0.54,2.94
GA,13309,6.706,1.64,4.85
GA,13311,24.055,1.55,3.66
GA,13313,90.889,0.4,36.89
GA,13315,8.721,9.93,12.58
GA,13317,10.457,0.52,1.94
GA,13319,10.143,18.42,18.53
GA,13321,21.996,9.69,13.79
HI,15001,167.293,105.47,124.75
HI,15003,905.266,1557.65,1593.32
HI,15005,0.111,0.02,0.02
HI,15007,62.64,39.91,49.35
HI,15009,139.884,100.34,125.96
ID,16001,344.727,127.55,1117.25
ID,16003,3.591,6.29,115.86
ID,16005,78.155,59.42,397.99
ID,16007,6.176,3.92,107.36
ID,16009,9.218,0.79,4.4
ID,16011,43.739,507.17,1195.71
ID,16013,21.166,81.24,349.45
ID,16015,7.535,4.03,11.7
ID,16017,40.908,68.3,72.81
ID,16019,91.856,168.66,881.95
ID,16021,10.619,3.92,7.03
ID,16023,2.808,116.34,237.44
ID,16025,1.05,35.75,59.15
ID,16027,164.593,271.03,658.25
ID,16029,7.131,59.33,379.42
ID,16031,21.324,523.67,880.88
ID,16033,0.943,34.76,95.55
ID,16035,8.373,6.3,15.15
ID,16037,4.077,12.3,842.71
ID,16039,28.634,113.7,424.65
ID,16041,12.371,23.19,203.84
ID,16043,12.242,51.23,294.97
ID,16045,16.273,12.4,725.84
ID,16047,14.461,151.8,1155.5
ID,16049,15.697,3.13,19.16
ID,16051,21.58,395.39,2108.02
ID,16053,19.638,87.67,1472.89
ID,16055,127.668,53.33,73.18
ID,16057,34.714,9.3,9.74
ID,16059,7.909,6.27,240.8
ID,16061,3.75,1.22,2.7
ID,16063,4.545,117.13,321.85
ID,16065,30.975,89.23,625.52
ID,16067,19.014,357.3,649.65
ID,16069,37.931,5.95,28.87
ID,16071,4.209,67.71,152.63
ID,16073,11.073,97.61,816.94
ID,16075,22.197,37.87,285.04
ID,16077,7.753,212.12,349.15
ID,16079,13.157,3.14,5.41
ID,16081,7.467,41.45,166.45
ID,16083,69.419,287.86,1691.77
ID,16085,8.332,2.88,68.19
ID,16087,10.098,38.82,187.4
IL,17001,67.04,17.49,26.09
IL,17003,8.927,3.98,4.86
IL,17005,18.027,0.97,2.85
IL,17007,50.483,7.88,8.07
IL,17009,6.835,0.43,0.45
IL,17011,35.33,12.7,13.46
IL,17013,5.163,0.63,0.63
IL,17015,16.086,17.16,17.29
IL,17017,13.898,19.8,20.54
IL,17019,184.905,35.76,38.6
IL,17021,35.176,4.42,835.55
IL,17023,16.976,8.66,8.68
IL,17025,14.122,1.53,2.28
IL,17027,36.095,5.21,8.12
IL,17029,51.065,1.45,5.49
IL,17031,5303.683,19.85,1758.02
IL,17033,19.898,15.6,102.03
IL,17035,10.973,1.6,1.84
IL,17037,97.665,13.18,15.38
IL,17039,16.617,4.27,938.86
IL,17041,19.95,1.73,3.96
IL,17043,929.113,14.43,16.04
IL,17045,19.157,1.79,3.2
IL,17047,6.784,0.93,0.93
IL,17049,34.581,2.63,5.03
IL,17051,21.713,3.2,4.36
IL,17053,14.157,2.9,5.93
IL,17055,39.723,0.65,14.69
IL,17057,37.708,3.48,158.69
IL,17059,6.152,17.73,18.91
IL,17061,14.581,10.88,11.02
IL,17063,43.838,10.77,1560.06
IL,17065,8.301,0.9,0.97
IL,17067,19.153,2.24,4.03
IL,17069,4.718,1.79,1.81
IL,17071,7.972,18.09,18.23
IL,17073,50.591,12.25,12.44
IL,17075,30.677,5.75,5.83
IL,17077,57.954,1.26,89.42
IL,17079,10.02,3.42,608.88
IL,17081,40.434,2.63,2.74
IL,17083,22.456,2.82,2.88
IL,17085,22.58,6.83,7.11
IL,17087,13.169,1.22,2.63
IL,17089,482.113,46.58,69.58
IL,17091,107.972,18.82,35.28
IL,17093,79.514,11.69,13.32
IL,17095,53.309,2.25,2.43
IL,17097,702.682,23.64,855.61
IL,17099,112.604,22.83,121.88
IL,17101,15.93,15.55,15.57
IL,17103,35.669,21.1,25.95
IL,17105,39.186,4.16,9.2
IL,17107,30.603,6.58,7.44
IL,17109,31.966,2.55,4.52
IL,17111,303.99,37.46,43.45
IL,17113,159.013,9.47,15.97
IL,17115,110.167,3.47,40.37
IL,17117,49.111,1.58,9.25
IL,17119,264.309,40.14,387.53
IL,17121,40.144,1.3,6.61
IL,17123,13.217,6.62,6.95
IL,17125,15.741,167.71,276.03
IL,17127,15.348,14.18,630.88
IL,17129,12.738,3.8,3.92
IL,17131,16.912,8.68,8.74
IL,17133,31.04,2.55,2.85
IL,17135,30.396,2.07,510.24
IL,17137,35.722,7.79,232.08
IL,17139,14.51,1.59,1.62
IL,17141,54.29,9.55,64.93
IL,17143,182.328,41.67,529.59
IL,17145,22.815,1.22,2.19
IL,17147,16.68,3.32,3.32
IL,17149,17.099,4.44,32.98
IL,17151,4.211,0.43,0.43
IL,17153,6.794,1.86,2.33
IL,17155,6.094,1.98,210.19
IL,17157,33.122,2.66,41.38
IL,17159,15.798,1.58,3.06
IL,17161,147.808,18.35,1082.3
IL,17163,260.067,8.1,32.8
IL,17165,26.072,2.41,3.27
IL,17167,192.789,5.82,411.39
IL,17169,7.073,1.63,1.65
IL,17171,5.412,9.35,9.41
IL,17173,22.322,2.47,3.33
IL,17175,6.169,1.94,1.95
IL,17177,47.965,8.79,8.92
IL,17179,129.999,69.79,123.8
IL,17181,18.202,3.1,3.4
IL,17183,82.344,5.27,17.13
IL,17185,12.57,3.95,3.97
IL,17187,17.558,3.57,3.62
IL,17189,14.922,2.78,3.99
IL,17191,16.796,3.61,4.86
IL,17193,15.284,14.46,14.89
IL,17195,59.863,53.88,54.94
IL,17197,642.813,59.6,2630.53
IL,17199,63.617,2.17,112.9
IL,17201,288.695,43.15,43.92
IL,17203,37.448,6.09,14.15
IN,18001,33.849,5.17,7.79
IN,18003,344.006,13.5,55.05
IN,18005,73.54,18.09,21.22
IN,18007,9.039,0.76,0.85
IN,18009,13.849,1.97,2.2
IN,18011,52.061,3.94,4.77
IN,18013,15.154,0.29,0.32
IN,18015,20.426,3.9,7.71
IN,18017,40.13,5.74,33.63
IN,18019,101.592,17.96,24.06
IN,18021,27.142,1.5,1.61
IN,18023,34.091,6.36,6.4
IN,18025,11.216,1.98,4.86
IN,18027,30.466,6.67,7.14
IN,18029,49.082,11.89,749.15
IN,18031,25.184,2.76,5.11
IN,18033,41.659,9.27,10.03
IN,18035,116.362,5.91,17.74
IN,18037,40.858,1.18,7.25
IN,18039,195.362,32.85,36.53
IN,18041,24.885,3.25,3.33
IN,18043,71.997,1.54,268.46
IN,18045,17.462,2.07,2.19
IN,18047,23.085,3.83,4.16
IN,18049,20.665,8.45,15.07
IN,18051,33.408,6.69,52.06
IN,18053,70.557,7.01,12.79
IN,18055,33.479,3.98,4.83
IN,18057,240.685,25.53,78.49
IN,18059,63.138,7.0,7.05
IN,18061,36.827,3.26,3.61
IN,18063,127.483,8.81,9.68
IN,18065,47.244,5.64,6.69
IN,18067,84.977,7.66,21.03
IN,18069,38.236,4.76,5.41
IN,18071,42.237,7.24,8.3
IN,18073,31.876,8.29,53.78
IN,18075,21.606,3.01,4.11
IN,18077,32.43,8.6,1287.63
IN,18079,28.427,0.69,3.56
IN,18081,128.436,15.24,15.52
IN,18083,38.366,11.23,54.53
IN,18085,76.072,22.99,26.37
IN,18087,36.875,12.18,14.74
IN,18089,493.297,11.41,1720.65
IN,18091,110.512,18.25,37.3
IN,18093,46.403,1.24,6.19
IN,18095,130.412,14.68,15.56
IN,18097,863.133,52.65,311.15
IN,18099,46.945,6.51,7.66
IN,18101,10.386,1.2,1.59
IN,18103,35.62,5.08,35.13
IN,18105,121.407,0.49,16.96
IN,18107,38.239,5.11,5.71
IN,18109,69.778,9.9,224.19
IN,18111,14.456,5.07,7.43
IN,18113,47.448,8.53,10.34
IN,18115,5.874,0.82,0.84
IN,18117,19.77,0.73,1.4
IN,18119,22.823,2.31,2.41
IN,18121,17.362,2.29,2.37
IN,18123,19.032,2.12,2.25
IN,18125,12.766,3.71,529.5
IN,18127,157.772,9.49,720.91
IN,18129,26.852,4.15,23.33
IN,18131,13.783,5.73,9.55
IN,18133,36.957,5.89,6.84
IN,18135,26.684,2.76,4.36
IN,18137,27.71,0.95,3.43
IN,18139,17.823,2.14,3.07
IN,18141,266.16,52.98,54.75
IN,18143,23.82,0.14,3.45
IN,18145,43.766,6.96,8.8
IN,18147,20.528,3.55,35.52
