896,293352095011601,258,105.0703488,119.7408333,97.644,-22.09683333,1995,2015,29.56472946,-95.02148370,Point(-95.02148370 29.56472946)
851,293352095011602,211,107.2178199,120.6791667,97.29,-23.38916667,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
833,293352095011603,213,105.1770423,119.3416667,95.44,-23.90166667,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
4562,293352095011604,211,17.6063981,19.35583333,16.545,-2.810833333,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
1672,293352095011605,215,71.16386047,76.69333333,66.02,-10.67333333,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
1189,293352095011606,213,102.772723,113.3363636,97.44,-15.89636364,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
4094,293352095011607,216,5.920046296,6.240833333,2.93,-3.310833333,1995,2015,29.56467390,-95.02131700,Point(-95.02131700 29.56467390)
1144,293357095070801,19,128.4773684,138.37,121.78,-16.59,1995,2013,29.56622220,-95.11925000,Point(-95.11925000 29.56622220)
28221,293359098405401,40,224.27475,225.1804167,274.45,49.26958333,1998,2011,29.56638889,-98.68166670,Point(-98.68166670 29.56638889)
1313,293401095293002,18,103.1572222,104.59,90.45,-14.14,1997,2015,29.40079460,-95.49160920,Point(-95.49160920 29.40079460)
26926,293404098382001,41,202.9380488,212.8363636,239.45,26.61363636,1998,2011,29.56777778,-98.63888890,Point(-98.63888890 29.56777778)
27476,293405098394201,36,201.9905556,208.9365,241.21,32.2735,1998,2011,29.56805556,-98.66166670,Point(-98.66166670 29.56805556)
25320,293408098331301,39,212.3233333,215.5866667,232.1,16.51333333,1998,2011,29.56888889,-98.55361110,Point(-98.55361110 29.56888889)
3374,293416095170701,18,168.0727778,184,179.54,-4.46,1995,2013,29.57161110,-95.28569440,Point(-95.28569440 29.57161110)
515,293424095330701,20,220.6055,235.22,194.71,-40.51,1995,2014,29.57375000,-95.55208330,Point(-95.55208330 29.57375000)
777,293424095330702,17,221.2405882,226.78,201.45,-25.33,1995,2014,29.57344444,-95.55219440,Point(-95.55219440 29.57344444)
25546,293424098134701,76,56.74592105,54.7,72.33,17.63,1999,2014,29.57350090,-98.22993590,Point(-98.22993590 29.57350090)
21316,293425098350801,36,250.6583333,257.0828571,263.78,6.697142857,1998,2011,29.57361110,-98.58555560,Point(-98.58555560 29.57361110)
26685,293429098373801,36,204.4969444,211.0185,235.64,24.6215,1998,2011,29.57472220,-98.62722220,Point(-98.62722220 29.57472220)
22628,293436098343001,40,197.78225,205.7263636,214.4,8.673636364,1998,2011,29.57666667,-98.57500000,Point(-98.57500000 29.57666667)
19589,293439098324101,36,201.6475,211.0761905,215.89,4.813809524,1998,2011,29.57750000,-98.54472220,Point(-98.54472220 29.57750000)
991,293446095033901,21,116.9819048,129.13,109.795,-19.335,1995,2013,29.57980556,-95.06097220,Point(-95.06097220 29.57980556)
660,293453095283501,21,222.5366667,230.76,200.43,-30.33,1995,2014,29.58162317,-95.47660890,Point(-95.47660890 29.58162317)
5484,293455095375701,18,142.7061111,137.71,135.62,-2.09,1995,2014,29.58218004,-95.63272420,Point(-95.63272420 29.58218004)
25020,293456098280201,40,125.21625,131.6416667,146.86,15.21833333,1998,2011,29.58222220,-98.46722220,Point(-98.46722220 29.58222220)
4240,293458095454301,21,102.4071429,98.28,95.13,-3.15,1995,2015,29.58301448,-95.76217210,Point(-95.76217210 29.58301448)
21126,293459098321401,39,207.1269231,212.75375,219.19,6.43625,1998,2011,29.58305556,-98.53722220,Point(-98.53722220 29.58305556)
24723,293504098270901,41,159.9856098,166.0483333,180.18,14.13166667,1998,2011,29.58444444,-98.45250000,Point(-98.45250000 29.58444444)
21849,293506095481101,20,69.848,65.06,72.5,7.44,1995,2014,29.58523700,-95.80328440,Point(-95.80328440 29.58523700)
26291,293508098375101,40,192.6395,197.7775,219.57,21.7925,1998,2011,29.58555556,-98.63083330,Point(-98.63083330 29.58555556)
12245,293516098325501,39,225.0748718,233.9114286,234.5,0.588571429,1998,2011,29.58777778,-98.54861110,Point(-98.54861110 29.58777778)
25112,293516098362801,36,241.6405556,249.412381,265.03,15.61761905,1998,2011,29.58777778,-98.60777780,Point(-98.60777780 29.58777778)
25729,293520098254101,40,122.29725,129.5904167,148.08,18.48958333,1998,2011,29.58888889,-98.42805560,Point(-98.42805560 29.58888889)
458,293522098291201,82,229.4079268,260.59,214.8822727,-45.70772727,1999,2005,29.58967170,-98.48807330,Point(-98.48807330 29.58967170)
513,293527095271501,26,217.4692308,230.66,189.97,-40.69,1995,2015,29.59106714,-95.45438590,Point(-95.45438590 29.59106714)
22214,293528095515701,18,66.67111111,61.88,69.82,7.94,1995,2015,29.59217220,-95.86911110,Point(-95.86911110 29.59217220)
23621,293528098274301,39,140.4541026,147.9730435,158.76,10.78695652,1998,2011,29.59111110,-98.46194440,Point(-98.46194440 29.59111110)
23255,293530098343401,38,212.9210526,221.4431818,231.43,9.986818182,1998,2011,29.59166667,-98.57611110,Point(-98.57611110 29.59166667)
24304,293534098282801,39,169.1197436,174.3316667,187.02,12.68833333,1998,2011,29.59277778,-98.47444440,Point(-98.47444440 29.59277778)
26036,293535098304101,42,169.8619048,173.9608333,194.11,20.14916667,1998,2011,29.59305556,-98.51138890,Point(-98.51138890 29.59305556)
24780,293537098262401,37,124.7235135,130.7071429,145.06,14.35285714,1998,2011,29.59361110,-98.44000000,Point(-98.44000000 29.59361110)
1188,293539095054201,20,121.917,131.39,115.49,-15.9,1997,2013,29.59336110,-95.09813890,Point(-95.09813890 29.59336110)
534,293543095274901,28,234.8928571,240,201,-39,1995,2015,29.59551150,-95.46383060,Point(-95.46383060 29.59551150)
24852,293559098284801,39,166.395641,168.5921739,183.2,14.60782609,1998,2011,29.59972220,-98.48000000,Point(-98.48000000 29.59972220)
9083,293604095554101,11,47.53272727,45.97,45.6,-0.37,1995,2005,29.60134879,-95.92828780,Point(-95.92828780 29.60134879)
1219,293606095315401,11,243.5163636,259.72,244.24,-15.48,1995,2005,29.60190073,-95.53188810,Point(-95.53188810 29.60190073)
22144,293606095555301,18,51.71277778,48.96,56.78,7.82,1995,2012,29.60190435,-95.93162130,Point(-95.93162130 29.60190435)
25572,293610098152701,177,212.1084181,218.99,236.73,17.74,1999,2014,29.60293056,-98.25750830,Point(-98.25750830 29.60293056)
26491,293611098311901,42,211.3466667,206.9354167,229.9,22.96458333,1998,2011,29.60305556,-98.52194440,Point(-98.52194440 29.60305556)
25788,293615098262301,36,196.0027778,201.297,220.09,18.793,1998,2011,29.60416667,-98.43972220,Point(-98.43972220 29.60416667)
497,293628095312801,14,236.2328571,240.17,198.55,-41.62,1999,2015,29.60705556,-95.52397220,Point(-95.52397220 29.60705556)
252,293635095294101,28,257.0810714,285.12,213.97,-71.15,1995,2011,29.60995573,-95.49494260,Point(-95.49494260 29.60995573)
