STATE,FIPS,TP-TotPop,TO-WGWTo,TO-WTotl
AK,02105,2.15,97.32,141.09
AK,02110,31.275,38.66,58.81
AK,02122,55.4,8.63,28.01
AK,02130,13.477,16.25,29.92
AK,02150,13.592,0.11,6.1
AK,02164,1.631,0.07,0.48
AK,02170,88.995,11.63,33.75
AK,02180,9.492,0.49,0.74
AK,02185,9.43,144.44,221.16
AK,02188,7.523,0.05,9.83
AK,02195,3.815,42.23,62.33
AK,02198,5.559,50.49,73.68
AK,02220,8.881,37.17,55.25
AK,02230,0.968,6.0,8.7
AK,02240,7.029,0.73,0.95
AK,02261,9.636,10.59,42.7
AK,02270,7.459,0.17,0.51
AK,02275,2.369,32.7,48.05
AK,02282,0.662,63.98,92.58
AK,02290,5.588,0.48,1.77
AZ,04001,71.518,41.94,48.96
AZ,04003,131.346,238.37,238.4
AZ,04005,134.421,21.51,52.18
AZ,04007,53.597,34.24,34.69
AZ,04009,37.22,95.78,176.21
AZ,04011,8.437,12.93,25.89
AZ,04012,20.489,55.78,668.84
AZ,04013,3817.354,1063.8,1953.58
AZ,04015,200.209,67.4,121.16
AZ,04017,107.449,53.76,61.66
AZ,04019,980.263,269.5,305.43
AZ,04021,375.826,320.63,1130.08
AZ,04023,47.42,17.44,17.44
AZ,04025,211.033,73.33,92.29
AZ,04027,195.751,183.01,1161.35
AR,05001,19.019,540.08,939.73
AR,05003,21.853,139.18,205.15
AR,05005,41.513,1.37,4.84
AR,05007,221.339,5.69,402.47
AR,05009,36.903,1.8,2.8
AR,05011,11.508,1.98,2.07
AR,05013,5.368,0.63,0.65
AR,05015,27.446,1.77,10.71
AR,05017,11.8,203.61,273.05
AR,05019,22.995,0.61,11.62
AR,05021,16.083,399.81,407.5
AR,05023,25.97,0.37,25.95
AR,05025,8.689,1.16,1.43
AR,05027,24.552,9.47,11.25
AR,05029,21.273,1.66,29.16
AR,05031,96.443,372.58,422.73
AR,05033,61.948,0.87,34.73
AR,05035,50.902,218.21,219.74
AR,05037,17.87,523.74,561.71
AR,05039,8.116,0.78,0.8
AR,05041,13.008,371.21,483.99
AR,05043,18.509,33.44,37.25
AR,05045,113.237,4.53,8.78
AR,05047,18.125,0.48,11.14
AR,05049,12.245,1.89,84.42
AR,05051,96.024,0.05,17.58
AR,05053,17.853,5.12,5.32
AR,05055,42.09,356.37,366.98
AR,05057,22.609,3.41,4.66
AR,05059,32.923,0.44,125.01
AR,05061,13.789,0.54,4.43
AR,05063,36.647,58.67,156.7
AR,05065,13.696,1.3,4.64
AR,05067,17.997,419.5,441.98
AR,05069,77.435,279.54,350.63
AR,05071,25.54,0.35,5.57
AR,05073,7.645,24.04,25.12
AR,05075,17.415,179.91,198.54
AR,05077,10.424,300.75,307.0
AR,05079,14.134,197.41,224.19
AR,05081,13.171,4.02,105.18
AR,05083,22.353,0.71,4.18
AR,05085,68.356,365.79,489.49
AR,05087,15.717,0.93,1.77
AR,05089,16.653,0.84,2.03
AR,05091,43.462,6.85,15.52
AR,05093,46.48,373.53,381.18
AR,05095,8.149,277.81,297.51
AR,05097,9.487,0.2,1.0
AR,05099,8.997,0.43,1.35
AR,05101,8.33,1.15,1.36
AR,05103,26.12,1.24,43.44
AR,05105,10.445,0.49,2.02
AR,05107,21.757,264.81,266.66
AR,05109,11.291,0.65,1.84
AR,05111,24.583,845.82,937.26
AR,05113,20.662,1.15,3.95
AR,05115,61.754,1.7,987.15
AR,05117,8.715,237.96,334.17
AR,05119,382.748,14.98,82.11
AR,05121,17.969,111.43,156.18
AR,05123,28.258,343.04,363.06
AR,05125,107.118,4.55,31.88
AR,05127,11.233,0.6,1.91
AR,05129,8.195,1.54,1.81
AR,05131,125.744,0.24,3.74
AR,05133,17.058,0.95,4.58
AR,05135,17.264,1.39,3.5
AR,05137,12.394,0.67,2.79
AR,05139,41.639,7.64,20.42
AR,05141,17.295,0.25,4.35
AR,05143,203.065,1.09,3.07
AR,05145,77.076,32.56,88.03
AR,05147,7.26,215.36,246.32
AR,05149,22.185,0.45,4.13
CA,06001,1510.271,46.13,254.89
CA,06003,1.175,0.12,4.47
CA,06005,38.091,7.67,32.37
CA,06007,220.0,293.28,715.33
CA,06009,45.578,3.26,23.39
CA,06011,21.419,130.76,835.02
CA,06013,1049.025,20.93,302.73
CA,06015,28.61,12.94,13.67
CA,06017,181.058,12.68,55.73
CA,06019,930.45,928.31,2813.24
CA,06021,28.122,231.1,606.63
CA,06023,134.623,41.9,113.98
CA,06025,174.528,36.35,1169.24
CA,06027,18.546,79.6,111.57
CA,06029,839.631,1061.79,2159.89
CA,06031,152.982,542.11,1298.85
CA,06033,64.665,35.71,50.85
CA,06035,34.895,65.51,202.61
CA,06037,9818.605,890.07,3064.01
CA,06039,150.865,383.11,748.71
CA,06041,252.409,8.52,42.85
CA,06043,18.251,4.43,5.32
CA,06045,87.841,38.06,81.53
CA,06047,255.793,462.91,1494.67
CA,06049,9.686,65.07,261.53
CA,06051,14.202,53.25,229.71
CA,06053,415.057,536.74,545.54
CA,06055,136.484,57.77,96.86
CA,06057,98.764,10.82,48.69
CA,06059,3010.232,328.64,765.39
CA,06061,348.432,32.02,191.22
CA,06063,20.007,26.48,118.73
CA,06065,2189.641,494.47,1099.26
CA,06067,1418.788,315.02,681.06
CA,06069,55.269,62.55,85.44
CA,06071,2035.21,545.21,659.42
CA,06073,3095.313,86.4,2818.19
CA,06075,805.235,1.99,93.49
CA,06077,685.306,559.35,1753.37
CA,06079,269.637,188.54,2579.14
CA,06081,718.451,11.93,93.08
CA,06083,423.895,210.19,264.25
CA,06085,1781.642,140.85,298.22
CA,06087,262.382,54.81,66.38
CA,06089,177.223,76.49,239.01
CA,06091,3.24,13.56,39.03
CA,06093,44.9,149.8,411.07
CA,06095,413.344,227.51,452.77
CA,06097,483.878,164.66,259.54
CA,06099,514.453,443.73,1642.69
CA,06101,94.737,244.69,721.95
CA,06103,63.463,177.54,825.59
CA,06105,13.786,5.42,22.53
CA,06107,442.179,1305.33,2600.28
CA,06109,55.365,3.94,35.75
CA,06111,823.318,247.34,719.48
CA,06113,200.849,401.89,780.23
CA,06115,72.155,70.3,261.74
CO,08001,441.603,29.62,230.92
CO,08003,15.445,118.55,152.41
CO,08005,572.003,34.37,187.0
CO,08007,12.084,1.24,59.27
CO,08009,3.788,98.41,98.51
CO,08011,6.499,16.52,152.43
CO,08013,294.567,0.83,231.61
CO,08014,55.889,,6.4
CO,08015,17.809,2.41,101.85
CO,08017,1.836,34.58,37.88
CO,08019,9.088,0.49,1.82
CO,08021,8.256,67.28,382.5
CO,08023,3.524,34.49,139.91
CO,08025,5.823,5.04,13.73
CO,08027,4.255,0.55,27.24
CO,08029,30.952,4.63,359.51
CO,08031,600.158,1.42,150.54
CO,08033,2.064,0.25,5.59
CO,08035,285.465,26.82,51.56
CO,08037,52.197,4.96,137.89
CO,08039,23.086,5.28,13.81
CO,08041,622.263,23.86,116.11
CO,08043,46.824,1.44,146.21
CO,08045,56.389,4.19,261.47
CO,08047,5.441,0.71,3.36
CO,08049,14.843,1.31,186.53
CO,08051,15.324,4.15,562.74
CO,08053,0.843,1.28,30.41
CO,08055,6.711,0.31,38.26
CO,08057,1.394,0.54,347.86
CO,08059,534.543,6.62,78.3
CO,08061,1.398,5.49,5.56
CO,08063,8.27,130.13,130.5
CO,08065,7.31,2.01,14.66
CO,08067,51.334,2.77,336.64
CO,08069,299.63,4.12,412.85
CO,08071,15.507,3.66,73.73
CO,08073,5.467,3.49,4.49
CO,08075,22.709,58.88,164.4
CO,08077,146.723,1.26,754.73
CO,08079,0.712,0.71,18.48
CO,08081,13.795,2.38,170.12
CO,08083,25.535,0.74,255.08
CO,08085,41.276,1.37,702.86
CO,08087,28.159,27.42,186.03
CO,08089,18.831,23.96,436.79
CO,08091,4.436,1.43,110.99
CO,08093,16.206,2.11,24.4
CO,08095,4.442,58.83,58.93
CO,08097,17.148,1.31,123.36
CO,08099,12.551,46.77,152.26
CO,08101,159.063,16.06,288.87
CO,08103,6.666,14.12,267.16
CO,08105,11.982,141.12,579.2
CO,08107,23.509,1.26,204.0
CO,08109,6.108,157.08,270.92
CO,08111,0.699,0.28,1.56
CO,08113,7.359,0.77,37.94
CO,08115,2.379,15.81,61.42
CO,08117,27.994,2.99,68.7
CO,08119,23.35,1.74,7.6
CO,08121,4.814,59.76,73.4
CO,08123,252.825,20.85,462.13
CO,08125,10.043,215.23,220.81
CT,09001,916.829,105.79,494.34
CT,09003,894.014,34.99,200.73
CT,09005,189.927,10.49,68.44
CT,09007,165.676,10.16,133.64
CT,09009,862.477,26.27,113.53
CT,09011,274.055,5.32,2249.81
CT,09013,152.691,13.01,15.89
CT,09015,118.428,10.11,34.58
DE,10001,162.31,39.17,43.3
DE,10003,538.479,30.02,404.68
DE,10005,197.145,87.12,269.48
DC,11001,601.723,0.05,0.1
FL,12001,247.336,53.25,53.8
FL,12003,27.115,4.98,5.18
FL,12005,168.852,8.13,301.36
FL,12007,28.52,4.28,4.32
FL,12009,543.376,67.53,251.36
FL,12011,1748.066,249.48,1279.14
FL,12013,14.625,3.9,4.11
FL,12015,159.978,21.3,58.77
FL,12017,141.236,33.42,1201.17
FL,12019,190.865,20.47,23.31
FL,12021,321.52,211.28,256.92
FL,12023,67.531,13.55,13.7
FL,12027,34.862,73.87,97.38
FL,12029,16.422,4.57,4.59
FL,12031,864.263,153.46,758.12
FL,12033,297.619,78.62,311.68
FL,12035,95.696,21.26,23.42
FL,12037,11.549,2.01,2.29
FL,12039,46.389,10.76,17.79
FL,12041,16.939,9.04,9.11
FL,12043,12.884,40.55,162.33
FL,12045,15.863,0.96,2.26
FL,12047,14.799,37.41,37.49
FL,12049,27.731,52.37,52.44
FL,12051,39.14,110.81,424.05
FL,12053,172.778,38.4,38.81
FL,12055,98.786,93.81,107.82
FL,12057,1229.226,150.59,1960.73
FL,12059,19.927,4.36,4.5
FL,12061,138.028,57.28,154.51
FL,12063,49.746,22.12,62.81
FL,12065,14.761,7.17,7.31
FL,12067,8.87,6.35,6.4
FL,12069,297.052,92.43,104.86
FL,12071,618.754,130.24,746.56
FL,12073,275.487,36.85,37.59
FL,12075,40.801,31.89,32.51
FL,12077,8.365,1.51,1.51
FL,12079,19.224,13.9,14.03
FL,12081,322.833,98.65,126.5
FL,12083,331.298,63.26,65.35
FL,12085,146.318,29.42,101.11
FL,12086,2496.435,434.89,461.04
FL,12087,73.09,0.74,1.19
FL,12089,73.314,49.12,50.33
FL,12091,180.822,26.26,26.26
FL,12093,39.996,48.03,61.92
FL,12095,1145.956,230.14,238.31
FL,12097,268.685,90.69,97.63
FL,12099,1320.134,257.66,706.54
FL,12101,464.697,94.12,1658.76
FL,12103,916.542,19.58,492.95
FL,12105,602.095,251.39,298.67
FL,12107,74.364,30.47,74.67
FL,12109,190.039,39.04,43.88
FL,12111,277.789,42.82,1201.34
FL,12113,151.372,25.22,26.2
FL,12115,379.448,28.44,31.26
FL,12117,422.718,67.75,69.14
FL,12119,93.42,31.62,31.97
FL,12121,41.551,29.83,138.17
FL,12123,22.57,42.87,42.9
FL,12125,15.535,2.66,2.67
FL,12127,494.593,91.66,228.32
FL,12129,30.776,5.06,5.32
FL,12131,55.043,13.36,13.85
FL,12133,24.896,3.61,3.68
GA,13001,18.236,3.54,60.93
GA,13003,8.375,1.68,2.62
GA,13005,11.096,1.97,2.25
GA,13007,3.451,31.82,36.47
GA,13009,45.72,0.15,6.91
GA,13011,18.395,0.74,3.67
GA,13013,69.367,1.24,6.51
GA,13015,100.157,3.14,109.19
GA,13017,17.634,5.37,5.97
GA,13019,19.286,3.95,4.93
GA,13021,155.547,5.42,41.92
GA,13023,13.063,6.71,8.28
GA,13025,18.411,1.63,1.74
GA,13027,16.243,8.29,8.71
GA,13029,30.233,2.89,3.25
GA,13031,70.217,7.3,8.98
GA,13033,23.316,9.16,74.64
GA,13035,23.655,0.43,3.0
GA,13037,6.694,10.66,27.81
GA,13039,50.513,6.12,6.4
GA,13043,10.998,1.4,2.2
GA,13045,110.527,2.27,15.02
GA,13047,63.942,0.54,6.94
GA,13049,12.171,1.23,1.26
GA,13051,265.128,54.05,278.19
GA,13053,11.267,0.88,0.88
GA,13055,26.015,1.78,10.83
GA,13057,214.346,1.83,24.38
GA,13059,116.714,1.64,15.14
GA,13061,3.183,2.87,4.8
GA,13063,259.424,0.34,7.73
GA,13065,6.798,3.31,3.37
GA,13067,688.078,4.61,55.02
GA,13069,42.356,7.61,9.44
GA,13071,45.498,15.02,24.15
GA,13073,124.053,2.15,19.08
GA,13075,17.212,7.4,8.62
GA,13077,127.317,1.41,53.11
GA,13079,12.63,3.25,3.48
GA,13081,23.439,16.0,21.03
GA,13083,16.633,0.1,2.28
GA,13085,22.33,0.58,2.45
GA,13087,27.842,71.88,73.52
GA,13089,691.89,0.93,2.66
GA,13091,21.796,10.37,13.51
GA,13093,14.918,24.65,29.27
GA,13095,94.565,31.96,82.33
GA,13097,132.403,0.81,23.0
GA,13099,11.008,30.34,146.39
GA,13101,4.034,1.36,1.51
GA,13103,52.25,5.6,122.81
GA,13105,20.166,1.48,3.46
GA,13107,22.598,6.35,6.6
GA,13109,11.0,4.09,5.01
GA,13111,23.682,1.04,9.25
GA,13113,106.567,2.22,12.85
GA,13115,96.317,2.22,474.66
GA,13117,175.511,1.14,27.36
GA,13119,22.084,1.51,4.73
GA,13121,920.581,4.77,208.52
GA,13123,28.292,2.71,6.79
GA,13125,3.082,0.32,0.4
GA,13127,79.626,55.54,64.56
GA,13129,55.186,3.94,13.53
GA,13131,25.011,7.49,9.81
GA,13133,15.994,1.73,4.48
GA,13135,805.321,8.75,10.55
GA,13137,43.041,2.32,12.16
GA,13139,179.684,3.62,100.23
GA,13141,9.429,1.02,2.32
GA,13143,28.78,0.59,3.91
GA,13145,32.024,1.15,7.11
GA,13147,25.213,1.54,4.23
GA,13149,11.834,0.33,50.5
GA,13151,203.922,4.36,42.95
GA,13153,139.9,33.65,34.23
GA,13155,9.538,5.29,8.81
GA,13157,60.485,2.38,13.53
GA,13159,13.9,1.39,2.89
GA,13161,15.068,3.63,4.65
GA,13163,16.93,13.67,17.05
GA,13165,8.34,1.9,2.67
GA,13167,9.98,1.83,1.96
GA,13169,28.669,3.66,10.27
GA,13171,18.317,1.98,3.83
GA,13173,10.078,1.9,2.01
GA,13175,48.434,10.31,27.67
GA,13177,28.298,34.11,43.11
GA,13179,63.453,16.49,16.61
GA,13181,7.996,1.27,1.83
GA,13183,14.464,1.69,2.16
GA,13185,109.233,28.85,29.06
GA,13187,29.966,2.12,3.31
GA,13189,21.875,3.92,6.96
GA,13191,14.333,1.58,1.58
GA,13193,14.74,16.76,30.78
GA,13195,28.12,2.07,3.27
GA,13197,8.742,1.35,3.03
GA,13199,21.992,1.24,1.74
GA,13201,6.125,46.41,46.79
GA,13205,23.498,65.57,67.44
GA,13207,26.424,2.1,68.89
GA,13209,9.123,1.4,2.46
GA,13211,17.868,0.86,5.35
GA,13213,39.628,1.19,3.86
GA,13215,189.89,0.77,44.11
GA,13217,99.958,0.82,14.26
GA,13219,32.808,4.93,7.29
GA,13221,14.899,1.28,2.2
GA,13223,142.324,1.25,2.08
GA,13225,27.695,10.29,10.4
GA,13227,29.431,1.51,4.07
GA,13229,18.758,3.69,4.1
GA,13231,17.869,1.24,8.1
GA,13233,41.475,3.09,7.77
GA,13235,12.01,14.79,17.96
GA,13237,21.218,1.02,957.57
GA,13239,2.513,0.19,0.46
GA,13241,16.276,0.7,3.15
GA,13243,7.719,13.42,25.19
GA,13245,200.549,11.62,114.44
GA,13247,85.215,1.42,13.62
GA,13249,5.01,0.49,1.01
GA,13251,14.593,5.66,7.12
GA,13253,8.729,45.08,45.6
GA,13255,64.073,0.99,6.27
GA,13257,26.175,2.62,5.88
GA,13259,6.058,0.65,1.59
GA,13261,32.819,29.11,42.08
GA,13263,6.865,1.18,2.85
GA,13265,1.717,0.13,0.13
GA,13267,25.52,4.41,8.95
GA,13269,8.906,2.56,5.98
GA,13271,16.5,5.17,6.23
GA,13273,9.315,15.05,26.06
GA,13275,44.72,10.89,11.12
GA,13277,40.118,13.59,17.34
GA,13279,27.223,6.79,10.78
GA,13281,10.471,0.27,4.49
GA,13283,6.885,1.58,2.15
GA,13285,67.044,1.22,11.97
GA,13287,8.93,5.41,9.4
GA,13289,9.023,6.49,6.58
GA,13291,21.356,1.38,8.01
GA,13293,27.153,1.44,6.28
GA,13295,68.756,5.71,8.61
GA,13297,83.768,2.87,6.82
GA,13299,36.312,5.01,5.79
GA,13301,5.834,0.9,1.75
GA,13303,21.187,22.96,24.38
GA,13305,30.099,61.87,61.96
GA,13307,2.799,2.1,9.3
GA,13309,7.421,2.38,2.86
GA,13311,27.144,1.94,2.89
GA,13313,102.599,0.73,22.57
GA,13315,9.255,7.15,8.94
GA,13317,10.593,0.49,1.91
GA,13319,9.563,13.89,15.09
GA,13321,21.679,14.73,18.98
HI,15001,185.079,109.48,134.68
HI,15003,953.207,188.0,799.23
HI,15005,0.09,0.01,0.01
HI,15007,67.091,18.31,61.77
HI,15009,154.834,157.77,278.08
ID,16001,392.365,101.79,832.18
ID,16003,3.976,5.22,78.18
ID,16005,82.839,45.25,168.05
ID,16007,5.986,3.58,177.01
ID,16009,9.285,0.6,2.46
ID,16011,45.607,484.91,956.77
ID,16013,21.376,43.05,109.16
ID,16015,7.028,1.29,6.79
ID,16017,40.877,12.26,20.06
ID,16019,104.234,191.88,716.78
ID,16021,10.972,38.09,100.84
ID,16023,2.891,83.9,160.73
ID,16025,1.117,99.04,164.7
ID,16027,188.923,208.59,746.51
ID,16029,6.963,43.01,307.91
ID,16031,22.952,483.71,812.72
ID,16033,0.982,35.28,96.85
ID,16035,8.761,9.54,68.85
ID,16037,4.368,12.56,678.74
ID,16039,27.038,95.52,362.8
ID,16041,12.786,22.21,224.05
ID,16043,13.242,58.24,358.68
ID,16045,16.719,8.3,468.32
ID,16047,15.464,114.04,1284.63
ID,16049,16.267,4.25,24.4
ID,16051,26.14,398.75,1405.29
ID,16053,22.374,79.96,1437.57
ID,16055,138.494,38.01,56.49
ID,16057,37.244,9.54,10.5
ID,16059,7.936,9.43,268.83
ID,16061,3.821,0.88,1.49
ID,16063,5.208,109.78,281.43
ID,16065,37.536,112.78,481.22
ID,16067,20.069,373.44,629.2
ID,16069,39.265,5.83,128.3
ID,16071,4.286,78.62,176.99
ID,16073,11.526,92.1,811.27
ID,16075,22.623,28.71,241.99
ID,16077,7.817,281.79,452.03
ID,16079,12.765,1.94,2.95
ID,16081,10.17,45.88,180.32
ID,16083,77.23,328.75,1461.97
ID,16085,9.862,3.35,71.28
ID,16087,10.198,41.26,203.18
IL,17001,67.103,11.19,19.41
IL,17003,8.238,1.4,2.23
IL,17005,17.768,0.51,2.01
IL,17007,54.165,5.89,5.98
IL,17009,6.937,0.51,0.52
IL,17011,34.978,5.84,6.04
IL,17013,5.089,0.53,0.53
IL,17015,15.387,6.44,6.5
IL,17017,13.642,5.52,5.61
IL,17019,201.081,31.9,32.3
IL,17021,34.8,3.05,838.93
IL,17023,16.335,5.57,5.63
IL,17025,13.815,1.28,1.3
IL,17027,37.762,3.3,11.89
IL,17029,53.873,1.02,5.04
IL,17031,5194.675,14.94,1672.71
IL,17033,19.817,12.24,69.23
IL,17035,11.048,1.38,1.38
IL,17037,105.16,10.12,10.38
IL,17039,16.561,1.82,767.05
IL,17041,19.98,1.19,2.99
IL,17043,916.924,15.65,16.63
IL,17045,18.576,2.29,4.31
IL,17047,6.721,0.69,0.69
IL,17049,34.242,2.09,4.46
IL,17051,22.14,2.75,3.89
IL,17053,14.081,3.88,3.94
IL,17055,39.561,0.73,15.33
IL,17057,37.069,1.93,283.59
IL,17059,5.589,26.77,28.16
IL,17061,13.886,1.75,1.89
IL,17063,50.063,9.03,501.92
IL,17065,8.457,0.67,0.71
IL,17067,19.104,1.93,2.9
IL,17069,4.32,1.29,1.32
IL,17071,7.331,9.0,9.09
IL,17073,50.486,7.68,7.81
IL,17075,29.718,5.6,5.69
IL,17077,60.218,1.01,70.25
IL,17079,9.698,3.33,660.07
IL,17081,38.827,1.27,1.33
IL,17083,22.985,2.14,3.99
IL,17085,22.678,5.75,7.73
IL,17087,12.582,0.55,1.63
IL,17089,515.269,39.9,65.84
IL,17091,113.449,9.73,26.78
IL,17093,114.736,11.23,12.53
IL,17095,52.919,1.82,1.93
IL,17097,703.462,20.81,657.26
IL,17099,113.924,14.99,110.62
IL,17101,16.833,16.87,16.88
IL,17103,36.031,14.32,15.82
IL,17105,38.95,3.4,7.64
IL,17107,30.305,4.01,13.51
IL,17109,32.612,1.87,3.92
IL,17111,308.76,30.39,35.23
IL,17113,169.572,8.24,14.45
IL,17115,110.768,4.89,39.38
IL,17117,47.765,0.71,6.17
IL,17119,269.282,44.08,404.8
IL,17121,39.437,0.97,4.09
IL,17123,12.64,2.87,3.28
IL,17125,14.666,66.76,98.59
IL,17127,15.429,12.62,665.51
IL,17129,12.705,1.9,2.01
IL,17131,16.434,3.16,3.2
IL,17133,32.957,2.93,3.3
IL,17135,30.104,1.47,478.67
IL,17137,35.547,3.75,109.61
IL,17139,14.846,1.76,1.77
IL,17141,53.497,10.57,66.15
IL,17143,186.494,33.5,535.87
IL,17145,22.35,0.65,2.08
IL,17147,16.729,5.76,5.76
IL,17149,16.43,2.4,14.63
IL,17151,4.47,0.07,0.07
IL,17153,6.161,0.54,0.72
IL,17155,6.006,1.46,200.42
IL,17157,33.476,1.6,37.12
IL,17159,16.233,1.51,2.99
IL,17161,147.546,11.97,1139.96
IL,17163,270.056,8.0,20.69
IL,17165,24.913,1.85,2.56
IL,17167,197.465,8.41,323.55
IL,17169,7.544,1.44,1.45
IL,17171,5.355,7.77,7.85
IL,17173,22.363,2.47,3.95
IL,17175,5.994,0.83,0.84
IL,17177,47.711,8.2,8.3
IL,17179,135.394,47.12,98.94
IL,17181,17.808,1.94,3.99
IL,17183,81.625,3.7,13.95
IL,17185,11.947,4.51,4.53
IL,17187,17.707,3.28,3.35
IL,17189,14.716,1.54,4.02
IL,17191,16.76,3.94,6.95
IL,17193,14.665,22.99,23.37
IL,17195,58.498,23.88,24.26
IL,17197,677.56,56.34,2363.13
IL,17199,66.357,2.82,216.93
IL,17201,295.266,34.7,35.55
IL,17203,38.664,3.96,9.59
IN,18001,34.387,5.38,7.77
IN,18003,355.329,9.07,48.61
IN,18005,76.794,15.14,18.23
IN,18007,8.854,0.78,0.89
IN,18009,12.766,1.63,1.98
IN,18011,56.64,3.75,4.43
IN,18013,15.242,0.29,0.32
IN,18015,20.155,3.76,5.14
IN,18017,38.966,6.46,28.76
IN,18019,110.232,22.72,25.73
IN,18021,26.89,1.02,1.15
IN,18023,33.224,6.12,6.16
IN,18025,10.713,2.01,2.81
IN,18027,31.648,8.23,8.57
IN,18029,50.047,12.11,601.2
IN,18031,25.74,2.67,5.25
IN,18033,42.223,8.5,8.79
IN,18035,117.671,5.97,15.55
IN,18037,41.889,1.42,7.63
IN,18039,197.559,29.81,33.0
IN,18041,24.277,2.77,2.85
IN,18043,74.578,1.49,254.62
IN,18045,17.24,1.96,2.23
IN,18047,23.087,3.66,3.91
IN,18049,20.836,6.74,7.67
IN,18051,33.503,7.3,59.81
IN,18053,70.061,6.25,11.84
IN,18055,33.165,5.31,5.5
IN,18057,274.569,35.41,72.73
IN,18059,70.002,6.91,6.98
IN,18061,39.364,3.37,3.72
IN,18063,145.448,8.49,8.57
IN,18065,49.462,4.82,5.11
IN,18067,82.752,7.61,17.53
IN,18069,37.124,4.21,4.65
IN,18071,42.376,8.43,9.89
IN,18073,33.478,9.1,55.64
IN,18075,21.253,3.14,4.15
IN,18077,32.428,6.04,1249.09
IN,18079,28.525,0.66,3.06
IN,18081,139.654,12.35,13.61
IN,18083,38.44,22.05,47.06
IN,18085,77.358,21.84,24.37
IN,18087,37.128,16.1,19.91
IN,18089,496.005,11.66,1695.95
IN,18091,111.467,16.86,44.04
IN,18093,46.134,2.1,8.17
IN,18095,131.636,17.29,19.05
IN,18097,903.393,50.36,283.54
IN,18099,47.051,6.84,7.25
IN,18101,10.334,1.24,1.54
IN,18103,36.903,4.57,21.21
IN,18105,137.974,0.79,18.3
IN,18107,38.124,5.77,6.09
IN,18109,68.894,16.36,183.83
IN,18111,14.244,4.38,6.01
IN,18113,47.536,10.33,11.19
IN,18115,6.128,0.97,0.99
IN,18117,19.84,0.77,1.53
IN,18119,21.575,2.4,2.48
IN,18121,17.339,2.74,2.82
IN,18123,19.338,2.39,2.54
IN,18125,12.845,4.19,595.1
IN,18127,164.343,8.99,599.45
IN,18129,25.91,4.99,18.94
IN,18131,13.402,4.22,9.21
IN,18133,37.963,7.64,8.67
IN,18135,26.171,3.43,5.05
IN,18137,28.818,0.92,3.33
IN,18139,17.392,2.61,2.84
IN,18141,266.931,44.83,45.62
IN,18143,24.181,0.14,3.55
IN,18145,44.436,7.83,9.31
